"estrutura","num","complexo","operador","tipo","estrutura_maior","contrato","contrato_status","contrato_ativo","instalada","removida","vida_anos","lamina_m","lat","lon"
"2","1","1830","ATP Oil & Gas Corporation","CAIS","N","G21348","TERMIN","N","2006-04-16","2016-12-13","10.7","30","29.40526797","-93.8502108"
"A","1","1839","ATP Oil & Gas Corporation","FIXED","Y","G24786","TERMIN","N","2006-08-06","2018-02-17","11.5","348","27.85985991","-93.41814021"
"A (GOMEZ)","1","1771","ATP Oil & Gas Corporation","SEMI","Y","G14016","RELINQ","N","2006-03-08","2014-02-03","7.9","2975","28.22065524","-89.61507167"
"6","1","1974","ATP Oil & Gas Corporation","FIXED","N","G04827","TERMIN","N","2007-02-23","2016-10-31","9.7","60","28.76463984","-90.63674301"
"A","1","2099","ATP Oil & Gas Corporation","FIXED","Y","","","","2008-07-30","2016-10-24","8.2","136","28.54910528","-93.19344249"
"A","1","22381","LLECO Holdings, Inc.","FIXED","Y","G02860","TERMIN","N","1980-01-01","1993-03-28","13.2","125","28.586472","-92.658185"
"A","1","24000","LLECO Holdings, Inc.","FIXED","Y","G07653","TERMIN","N","1991-01-01","1993-03-31","2.2","150","28.529327","-92.93093"
"A","1","10439","LLECO Holdings, Inc.","FIXED","Y","G04578","TERMIN","N","1988-01-01","1991-08-15","3.6","152","28.393323","-94.170003"
"A","1","10473","LLECO Holdings, Inc.","FIXED","Y","G10285","EXPIR","N","1989-01-01","1994-01-14","5","133","28.51975","-93.956565"
"A","1","24146","Dauphin Island Gathering Partners","FIXED","Y","","","","1993-05-10","","","52","30.179913","-88.207415"
"A","1","24258","Dauphin Island Gathering Partners","FIXED","Y","","","","1996-01-19","","","250","29.39979903","-88.04275675"
"A","1","258","Dauphin Island Gathering Partners","FIXED","Y","","","","1998-11-18","","","348","29.33210866","-87.87786506"
"4","1","23917","Vastar Resources, Inc.","CAIS","N","G03810","TERMIN","N","1990-01-01","1994-10-29","4.8","28","29.030551","-91.566617"
"A","1","23358","Vastar Resources, Inc.","FIXED","Y","G05359","TERMIN","N","1989-01-01","2004-08-27","15.7","50","29.384298","-92.812582"
"1","1","10386","Vastar Resources, Inc.","CAIS","N","G13761","TERMIN","N","1994-01-01","1998-05-21","4.4","118","27.583369","-96.815324"
"HA","1","24222","Vastar Resources, Inc.","FIXED","Y","00839","PROD","S","1995-05-02","2002-05-13","7","165","28.90083381","-89.79369248"
"1","1","32025","Vastar Resources, Inc.","FIXED","Y","G14437","EXPIR","N","1996-05-29","1998-11-19","2.5","83","28.85708625","-91.92952903"
"A","1","39","Vastar Resources, Inc.","FIXED","N","G12093","TERMIN","N","1998-03-04","2004-02-23","6","163","29.51224267","-88.30415015"
"A","1","213","Vastar Resources, Inc.","FIXED","N","G15704","EXPIR","N","1998-07-11","2001-10-21","3.3","130","27.60593851","-96.75011635"
"A","1","29029","Louis Dreyfus Natural Gas Corp.","FIXED","Y","G10580","TERMIN","N","1995-04-09","2002-05-22","7.1","98","28.75159782","-93.09787772"
"A(Removed)","1","23297","Devon Energy Operating Corporation","FIXED","Y","G04864","TERMIN","N","1987-01-01","1997-03-03","10.2","60","28.835235","-91.450321"
"A","1","23593","NCX Company, Inc.","FIXED","Y","G06721","TERMIN","N","1989-01-01","1994-03-31","5.2","193","28.407501","-91.734511"
"A","1","23335","NCX Company, Inc.","FIXED","Y","G04781","TERMIN","N","1988-01-01","2001-10-02","13.8","111","28.691577","-92.783729"
"A (REMOVED)","1","23382","NCX Company, Inc.","FIXED","Y","G10648","TERMIN","N","1989-01-01","1997-11-09","8.9","48","29.332828","-92.603998"
"9","1","23294","Maritech Resources, Inc.","CAIS","N","00054","TERMIN","N","1986-01-01","2011-08-12","25.6","50","28.969393","-91.632331"
"1","1","23558","Maritech Resources, Inc.","CAIS","N","G05479","TERMIN","N","1989-01-01","1991-06-01","2.4","12","29.30325421","-91.71475686"
"2","1","23559","Maritech Resources, Inc.","CAIS","N","G05479","TERMIN","N","1988-01-01","1999-07-14","11.5","12","29.301393","-91.722882"
"11","1","23570","Maritech Resources, Inc.","CAIS","N","00478","TERMIN","N","1988-01-01","2011-08-10","23.6","50","28.972378","-91.636392"
"G","1","23573","Maritech Resources, Inc.","CAIS","N","00478","TERMIN","N","1989-01-01","2011-05-07","22.3","48","28.971199","-91.616423"
"12","1","23574","Maritech Resources, Inc.","CAIS","N","00478","TERMIN","N","1989-01-01","2011-08-09","22.6","50","28.972552","-91.626433"
"A","1","23929","Maritech Resources, Inc.","FIXED","Y","G07759","TERMIN","N","1990-01-01","2011-03-15","21.2","258","28.237215","-91.150738"
"C","1","23955","Maritech Resources, Inc.","FIXED","Y","G07757","TERMIN","N","1991-09-26","2010-10-15","19.1","201","28.342349","-91.184436"
"13","1","23957","Maritech Resources, Inc.","CAIS","N","00478","TERMIN","N","1991-01-01","2008-08-10","17.6","50","28.972576","-91.629095"
"C","1","20642","Maritech Resources, Inc.","FIXED","Y","G01149","TERMIN","N","1972-01-01","2014-12-10","42.9","145","28.5745","-92.21888"
"C-AUX1","2","20642","Maritech Resources, Inc.","FIXED","Y","G01149","TERMIN","N","1972-01-01","2015-06-29","43.5","145","28.57428","-92.218837"
"E","3","20642","Maritech Resources, Inc.","WP","N","G01149","TERMIN","N","1983-01-01","2013-06-28","30.5","145","28.57341","-92.218665"
"A","1","21224","Maritech Resources, Inc.","FIXED","Y","G00958","TERMIN","N","1969-01-01","2009-06-08","40.4","103","28.756388","-92.802706"
"C","1","21458","Maritech Resources, Inc.","FIXED","Y","00786","EXPIR","N","1966-01-01","2013-06-01","47.4","105","28.741666","-91.88414"
"C-PRD","2","21458","Maritech Resources, Inc.","FIXED","Y","00786","EXPIR","N","1966-01-01","2001-10-24","35.8","105","28.741664","-91.884452"
"B","1","21463","Maritech Resources, Inc.","FIXED","Y","00786","EXPIR","N","1965-01-01","2014-07-24","49.6","107","28.74187","-91.890378"
"B-PRD","2","21463","Maritech Resources, Inc.","FIXED","Y","00786","EXPIR","N","1965-01-01","2010-08-23","45.6","107","28.741869","-91.89069"
"A","1","22537","Maritech Resources, Inc.","FIXED","Y","G03977","TERMIN","N","1981-01-01","2009-03-18","28.2","35","29.359447","-92.423951"
"A","1","22714","Maritech Resources, Inc.","FIXED","Y","G03394","TERMIN","N","1983-01-01","2009-11-05","26.8","85","28.972049","-92.402346"
"F","1","23024","Maritech Resources, Inc.","FIXED","Y","G05431","TERMIN","N","1984-01-01","2012-03-27","28.2","153","28.550237","-92.194662"
"D","1","23331","Maritech Resources, Inc.","FIXED","Y","G02882","TERMIN","N","1988-01-01","2007-02-07","19.1","210","28.337231","-91.907573"
"1","1","24014","Maritech Resources, Inc.","CAIS","N","G11929","TERMIN","N","1991-01-01","2008-07-18","17.5","19","29.322901","-92.143644"
"A","1","24015","Maritech Resources, Inc.","FIXED","Y","G11929","TERMIN","N","1991-01-01","2009-05-30","18.4","13","29.3228","-92.157268"
"A","1","10133","Maritech Resources, Inc.","FIXED","Y","G02716","TERMIN","N","1979-01-01","2013-09-05","34.7","280","27.976278","-94.143948"
"A","1","10134","Maritech Resources, Inc.","FIXED","Y","G02416","TERMIN","N","1979-01-01","2012-05-27","33.4","229","28.15378","-93.668321"
"A","1","10456","Maritech Resources, Inc.","CAIS","N","G06113","TERMIN","N","1989-01-01","2006-12-18","18","73","28.714711","-95.265111"
"B","1","10474","Maritech Resources, Inc.","FIXED","N","G02416","TERMIN","N","1989-01-01","2001-10-04","12.8","228","28.160596","-93.645946"
"3","1","10496","Maritech Resources, Inc.","CAIS","N","G06113","TERMIN","N","1989-01-01","2006-12-05","17.9","70","28.716427","-95.279672"
"A","1","10518","Maritech Resources, Inc.","FIXED","Y","G09037","TERMIN","N","1993-01-01","2006-11-23","13.9","61","28.940954","-94.959868"
"A","1","10531","Maritech Resources, Inc.","FIXED","Y","G09012","TERMIN","N","1992-05-16","2011-10-25","19.4","81","28.605005","-95.379278"
"A","1","10537","Maritech Resources, Inc.","WP","N","G09017","RELINQ","N","1991-01-01","2011-09-28","20.7","90","28.54432","-95.381076"
"A","1","10543","Maritech Resources, Inc.","FIXED","Y","G07286","TERMIN","N","1991-01-01","2009-06-27","18.5","55","29.12359948","-94.50810646"
"A","1","21758","Maritech Resources, Inc.","FIXED","Y","G02436","TERMIN","N","1972-01-01","2012-11-08","40.9","235","28.159794","-93.290335"
"A","1","21991","Maritech Resources, Inc.","FIXED","Y","G02839","RELINQ","N","1976-01-01","2009-07-26","33.6","72","28.992951","-93.504063"
"A","1","22031","Maritech Resources, Inc.","FIXED","Y","G02560","TERMIN","N","1977-01-01","2010-09-24","33.7","337","28.003441","-93.294141"
"A","1","10308","Maritech Resources, Inc.","FIXED","Y","G04541","RELINQ","N","1984-01-01","2002-02-24","18.1","78","28.222479","-96.136577"
"1","1","10365","Maritech Resources, Inc.","CAIS","N","G08548","TERMIN","N","1990-01-01","2006-09-02","16.7","81","27.935688","-96.645774"
"B","1","10594","Maritech Resources, Inc.","WP","N","G09037","TERMIN","N","1994-01-23","2006-11-26","12.8","64","28.930842","-94.965264"
"A","1","24153","Maritech Resources, Inc.","FIXED","Y","G08756","TERMIN","N","1994-02-25","2003-07-05","9.4","155","29.52656766","-88.30334593"
"CAIS.#3","1","24173","Maritech Resources, Inc.","FIXED","N","G08756","TERMIN","N","1994-02-25","2003-07-12","9.4","155","29.53583863","-88.29610738"
"A","1","24090","Maritech Resources, Inc.","FIXED","Y","G12831","TERMIN","N","1994-11-18","2006-11-18","12","78","28.9425694","-92.87883897"
"A","1","27008","Maritech Resources, Inc.","FIXED","Y","G10638","PROD","S","1994-12-21","","","243","28.17909569","-92.6959886"
"A","1","24200","Maritech Resources, Inc.","FIXED","Y","G32223","RELINQ","N","1994-11-02","2012-11-26","18.1","245","28.25112468","-90.50492347"
"D","1","26092","Maritech Resources, Inc.","FIXED","Y","G07757","TERMIN","N","1994-12-05","2001-06-08","6.5","191","28.35405174","-91.14782023"
"B","1","24181","Maritech Resources, Inc.","CAIS","N","G12092","TERMIN","N","1994-09-09","2009-08-25","15","130","29.56384585","-88.59083312"
"A","1","28018","Maritech Resources, Inc.","FIXED","N","G10213","TERMIN","N","1995-05-23","2011-09-21","16.3","80","28.59167515","-95.32797877"
"A","1","28017","Maritech Resources, Inc.","FIXED","Y","G14193","TERMIN","N","1995-01-01","2013-02-02","18.1","243","27.98519289","-94.53718101"
"A","1","27034","Maritech Resources, Inc.","FIXED","Y","G12876","TERMIN","N","1995-08-31","2007-08-10","11.9","243","28.18831631","-92.19601624"
"PP","7","23270","Freeport-McMoRan Energy LLC","FIXED","Y","00025","RELINQ","N","1969-01-01","2002-08-25","33.6","55","29.129977","-89.989601"
"4-TWR","8","23270","Freeport-McMoRan Energy LLC","FIXED","N","00025","RELINQ","N","1969-01-01","2002-08-25","33.6","55","29.130032","-89.9896"
"2-PRD","9","23270","Freeport-McMoRan Energy LLC","WP","N","00025","RELINQ","N","1969-01-01","2002-08-25","33.6","55","29.129977","-89.989601"
"STRG","10","23270","Freeport-McMoRan Energy LLC","FIXED","N","00025","RELINQ","N","1987-01-01","2002-08-25","15.6","55","29.129977","-89.989601"
"BLEEDWATER","1","23271","Freeport-McMoRan Energy LLC","FIXED","Y","00025","RELINQ","N","1969-01-01","2002-08-25","33.6","50","29.13356","-89.988723"
"B","1","23872","Freeport-McMoRan Energy LLC","FIXED","Y","G12362","TERMIN","N","1991-01-01","","","209","29.268639","-88.75596"
"BW-CONTROL","1","23873","Freeport-McMoRan Energy LLC","FIXED","Y","G09372","TERMIN","N","1991-01-01","","","209","29.27927","-88.75804"
"QRT","5","23874","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","2003-07-20","12.5","210","29.261496","-88.769273"
"PRD1RIG","1","23874","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","210","29.265656","-88.758138"
"PRD2RIG","2","23874","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","210","29.267543","-88.763203"
"PP","3","23874","Freeport-McMoRan Energy LLC","FIXED","Y","G09372","TERMIN","N","1991-01-01","2003-07-20","12.5","210","29.260851","-88.770328"
"STR","4","23874","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","210","29.26073","-88.77481"
"FP","1","23876","Freeport-McMoRan Energy LLC","FIXED","Y","G12362","TERMIN","N","1991-01-01","","","209","29.264714","-88.772089"
"A","1","23896","Freeport-McMoRan Energy LLC","FIXED","Y","G12362","TERMIN","N","1991-01-01","","","212","29.263202","-88.759226"
"BS","1","24248","Freeport-McMoRan Energy LLC","WP","N","G09372","TERMIN","N","1992-01-01","2003-07-20","11.5","212","29.260961","-88.772154"
"BS","2","24248","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1992-01-01","","","212","29.262356","-88.767815"
"BS-Y","3","24248","Freeport-McMoRan Energy LLC","WP","N","G09372","TERMIN","N","1991-01-01","2003-07-20","12.5","212","29.26326","-88.766229"
"BS","4","24248","Freeport-McMoRan Energy LLC","WP","N","G09372","TERMIN","N","1992-01-01","2003-07-20","11.5","212","29.264093","-88.764825"
"BS","5","24248","Freeport-McMoRan Energy LLC","WP","N","G09372","TERMIN","N","1992-01-01","2003-07-20","11.5","212","29.264908","-88.763443"
"BS","6","24248","Freeport-McMoRan Energy LLC","WP","N","G09372","TERMIN","N","1992-01-01","2003-07-20","11.5","212","29.265725","-88.76206"
"BS-Y","7","24248","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","212","29.26651","-88.760735"
"BS","8","24248","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","212","29.267495","-88.761852"
"BS","9","24248","Freeport-McMoRan Energy LLC","FIXED","N","G09372","TERMIN","N","1991-01-01","","","212","29.265649","-88.75949"
"A","1","23076","Fairways Offshore Exploration, Inc.","FIXED","Y","G05740","TERMIN","N","1984-01-01","2014-08-10","30.6","40","29.717963","-88.79659"
"B","2","23076","Fairways Offshore Exploration, Inc.","FIXED","Y","G05740","TERMIN","N","1994-01-01","2014-08-10","20.6","40","29.71744597","-88.79715781"
"A","1","23537","Fairways Offshore Exploration, Inc.","FIXED","Y","G05625","TERMIN","N","1987-01-01","2009-09-27","22.7","185","28.292371","-90.659309"
"D","1","23538","Fairways Offshore Exploration, Inc.","FIXED","N","G04460","TERMIN","N","1987-01-01","2018-09-29","31.7","63","28.761602","-90.674977"
"A","1","10057","Fairways Offshore Exploration, Inc.","FIXED","Y","G02694","TERMIN","N","1976-01-01","2005-03-12","29.2","193","28.131065","-94.390353"
"1","1","10099","Fairways Offshore Exploration, Inc.","WP","N","G02357","TERMIN","N","1977-01-01","1997-03-12","20.2","54","29.248024","-94.436159"
"9","1","10101","Fairways Offshore Exploration, Inc.","CAIS","N","G02357","TERMIN","N","1978-01-01","1997-03-14","19.2","54","29.242028","-94.431816"
"A-MOPU","1","10103","Fairways Offshore Exploration, Inc.","FIXED","Y","","","","1978-01-01","2020-08-12","42.6","54","29.2377908","-94.42312971"
"A-AUX-2","3","10103","Fairways Offshore Exploration, Inc.","FIXED","N","","","","1978-01-01","2020-08-20","42.6","54","29.237582","-94.42271"
"A-AUX-1","2","10103","Fairways Offshore Exploration, Inc.","FIXED","N","","","","1978-01-01","2020-08-19","42.6","54","29.238003","-94.422543"
"A","1","10453","Fairways Offshore Exploration, Inc.","FIXED","Y","","","","1988-01-01","2012-01-14","24","72","28.720403","-94.927656"
"B","1","10359","Fairways Offshore Exploration, Inc.","FIXED","Y","G05171","TERMIN","N","1990-01-01","2002-12-11","12.9","119","27.957384","-96.353791"
"A","1","28010","Fairways Offshore Exploration, Inc.","FIXED","N","","","","1994-10-24","2011-09-17","16.9","72","28.79178599","-94.78880196"
"A","1","803","Fairways Offshore Exploration, Inc.","FIXED","Y","G15299","TERMIN","N","2000-09-21","2018-11-25","18.2","184","28.31165938","-90.79155752"
"C","1","1756","Fairways Offshore Exploration, Inc.","WP","N","G22587","TERMIN","N","2006-03-13","2014-10-20","8.6","98","28.789224","-92.84155141"
"3","1","23373","Helis Oil & Gas Company, L.L.C.","CAIS","N","G02598","TERMIN","N","1990-01-01","2007-09-27","17.7","20","29.25011","-91.906026"
"A","1","28035","Helis Oil & Gas Company, L.L.C.","FIXED","Y","","","","1995-11-22","2009-05-25","13.5","94","28.60443583","-95.24243084"
"19","1","1566","Helis Oil & Gas Company, L.L.C.","CAIS","N","G01848","TERMIN","N","2004-09-12","2013-01-14","8.3","50","29.27412197","-93.79845001"
"3","1","1567","Helis Oil & Gas Company, L.L.C.","FIXED","N","G23857","RELINQ","N","2004-10-08","2008-06-13","3.7","13","29.24328356","-91.45996069"
"G","2","1567","Helis Oil & Gas Company, L.L.C.","FIXED","Y","G23857","RELINQ","N","2005-01-20","2008-06-15","3.4","13","29.24318749","-91.45978499"
"1","1","1608","Helis Oil & Gas Company, L.L.C.","CAIS","N","G23857","RELINQ","N","2004-12-06","2008-06-15","3.5","13","29.24898703","-91.45416708"
"3","1","1633","Helis Oil & Gas Company, L.L.C.","CAIS","N","G16107","TERMIN","N","2005-03-22","2010-06-13","5.2","30","29.67629534","-93.50866398"
"A","1","70028","Helis Oil & Gas Company, L.L.C.","CAIS","Y","G16435","RELINQ","N","1997-06-07","2004-06-04","7","150","28.41130444","-90.51927409"
"A","1","829","Helis Oil & Gas Company, L.L.C.","CAIS","N","G18921","TERMIN","N","2001-06-20","2009-05-17","7.9","91","28.58487441","-95.26896181"
"A","2","20643","Union Texas Petroleum Corporation","CAIS","N","G12352","TERMIN","N","1984-01-01","1995-01-16","11","45","29.147099","-92.528209"
"1","1","21692","Union Texas Petroleum Corporation","CAIS","N","00224","TERMIN","N","1960-01-01","1982-12-31","23","34","29.65322","-93.38764"
"F","1","22488","Anadarko Petroleum Corporation","FIXED","N","G04237","TERMIN","N","1981-01-01","2007-08-31","26.7","97","28.533082","-90.693386"
"C","1","23858","Anadarko Petroleum Corporation","FIXED","Y","G05224","TERMIN","N","1990-01-01","2001-07-10","11.5","186","28.385905","-90.301004"
"A","1","24128","Anadarko Petroleum Corporation","CAIS","N","G04001","TERMIN","N","1993-02-05","2000-10-10","7.7","110","28.534871","-90.520329"
"A","1","23040","Anadarko Petroleum Corporation","FIXED","Y","G04470","TERMIN","N","1985-01-01","1987-06-26","2.5","28","29.000883","-90.657568"
"A","1","22382","Anadarko Petroleum Corporation","FIXED","Y","G03975","TERMIN","N","1980-01-01","1992-09-06","12.7","62","29.198463","-92.837266"
"A-AUX","2","22382","Anadarko Petroleum Corporation","WP","N","G03975","TERMIN","N","1980-01-01","1992-09-06","12.7","62","29.199073","-92.837535"
"2","1","10043","Anadarko Petroleum Corporation","CAIS","N","G01848","TERMIN","N","1970-01-01","1997-01-18","27","40","29.252534","-93.778644"
"3","1","10044","Anadarko Petroleum Corporation","CAIS","N","G01848","TERMIN","N","1971-01-01","1977-12-31","7","50","29.263034","-93.785942"
"4","1","10045","Anadarko Petroleum Corporation","WP","N","G01848","TERMIN","N","1973-01-01","1997-01-18","24","40","29.271943","-93.791656"
